Time,Ma_R4715_SSTEP,StepName,Ma_R4715_PO_Tot
8/18/2015 2:25,7,88,hello world145
8/18/2015 2:26,8,78,hello world146
8/18/2015 2:27,8,96,hello world147
8/18/2015 2:28,8,74,hello world148
8/18/2015 2:29,8,113,hello world149
8/18/2015 2:30,8,100,hello world150
8/18/2015 2:31,8,126,hello world151
8/18/2015 2:32,8,124,hello world152
8/18/2015 2:33,8,93,hello world153
8/18/2015 2:34,8,75,hello world154
8/18/2015 2:35,8,124,hello world155
8/18/2015 2:36,8,97,hello world156
8/18/2015 2:37,8,84,hello world157
8/18/2015 2:38,8,127,hello world158
8/18/2015 2:39,8,92,hello world159
8/18/2015 2:40,8,75,hello world160
8/18/2015 2:41,8,105,hello world161
8/18/2015 2:42,8,107,hello world162
8/18/2015 2:43,8,83,hello world163
8/18/2015 2:44,8,92,hello world164
8/18/2015 2:45,8,99,hello world165
8/18/2015 2:46,8,99,hello world166
8/18/2015 2:47,8,117,hello world167
8/18/2015 2:48,8,126,hello world168
8/18/2015 2:49,8,79,hello world169
8/18/2015 2:50,8,90,hello world170
8/18/2015 2:51,8,93,hello world171
8/18/2015 2:52,8,120,hello world172
8/18/2015 2:53,8,77,hello world173
8/18/2015 2:54,8,101,hello world174
8/18/2015 2:55,8,93,hello world175
8/18/2015 2:56,8,75,hello world176
8/18/2015 2:57,8,117,hello world177
8/18/2015 2:58,8,128,hello world178
8/18/2015 2:59,8,110,hello world179
8/18/2015 3:00,8,127,hello world180
8/18/2015 3:01,8,128,hello world181
8/18/2015 3:02,8,95,hello world182
8/18/2015 3:03,8,112,hello world183
8/18/2015 3:04,8,82,hello world184
8/18/2015 3:05,8,106,hello world185
8/18/2015 3:06,8,80,hello world186
8/18/2015 3:07,8,73,hello world187
8/18/2015 3:08,8,127,hello world188
8/18/2015 3:09,8,83,hello world189
8/18/2015 3:10,8,105,hello world190
8/18/2015 3:11,8,124,hello world191
8/18/2015 3:12,8,81,hello world192
8/18/2015 3:13,8,79,hello world193
8/18/2015 3:14,9,109,hello world194
8/18/2015 3:15,9,73,hello world195
8/18/2015 3:16,9,127,hello world196
8/18/2015 3:17,9,70,hello world197
8/18/2015 3:18,9,100,hello world198
8/18/2015 3:19,9,114,hello world199
8/18/2015 3:20,9,127,hello world200
8/18/2015 3:21,9,129,hello world201
8/18/2015 3:22,9,122,hello world202
8/18/2015 3:23,9,129,hello world203
8/18/2015 3:24,9,81,hello world204
8/18/2015 3:25,9,75,hello world205
8/18/2015 3:26,9,113,hello world206
8/18/2015 3:27,9,106,hello world207
8/18/2015 3:28,9,128,hello world208
8/18/2015 3:29,9,112,hello world209
8/18/2015 3:30,9,115,hello world210
8/18/2015 3:31,9,105,hello world211
8/18/2015 3:32,9,102,hello world212
8/18/2015 3:33,9,115,hello world213
8/18/2015 3:34,9,99,hello world214
8/18/2015 3:35,9,121,hello world215
8/18/2015 3:36,9,126,hello world216
8/18/2015 3:37,9,117,hello world217
8/18/2015 3:38,9,123,hello world218
8/18/2015 3:39,9,128,hello world219
8/18/2015 3:40,9,91,hello world220
8/18/2015 3:41,9,91,hello world221
8/18/2015 3:42,9,105,hello world222
8/18/2015 3:43,9,125,hello world223
8/18/2015 3:44,9,73,hello world224
8/18/2015 3:45,9,96,hello world225
8/18/2015 3:46,9,72,hello world226
8/18/2015 3:47,9,102,hello world227
8/18/2015 3:48,9,102,hello world228
8/18/2015 3:49,9,74,hello world229
8/18/2015 3:50,9,92,hello world230
8/18/2015 3:51,9,104,hello world231
8/18/2015 3:52,9,122,hello world232
8/18/2015 3:53,9,97,hello world233
8/18/2015 3:54,9,101,hello world234
8/18/2015 3:55,9,120,hello world235
8/18/2015 3:56,9,74,hello world236
8/18/2015 3:57,9,100,hello world237
8/18/2015 3:58,9,104,hello world238
8/18/2015 3:59,9,70,hello world239
8/18/2015 4:00,9,123,hello world240
8/18/2015 4:01,9,74,hello world241
8/18/2015 4:02,9,127,hello world242
8/18/2015 4:03,9,97,hello world243
8/18/2015 4:04,9,110,hello world244
8/18/2015 4:05,9,114,hello world245
8/18/2015 4:06,9,96,hello world246
8/18/2015 4:07,9,107,hello world247
8/18/2015 4:08,9,76,hello world248
8/18/2015 4:09,9,109,hello world249
8/18/2015 4:10,9,93,hello world250
8/18/2015 4:11,9,104,hello world251
8/18/2015 4:12,9,90,hello world252
8/18/2015 4:13,9,90,hello world253
8/18/2015 4:14,9,97,hello world254
8/18/2015 4:15,9,112,hello world255
8/18/2015 4:16,9,94,hello world256
8/18/2015 4:17,9,72,hello world257
8/18/2015 4:18,9,128,hello world258
8/18/2015 4:19,9,75,hello world259
8/18/2015 4:20,9,104,hello world260
8/18/2015 4:21,9,111,hello world261
8/18/2015 4:22,9,112,hello world262
8/18/2015 4:23,9,86,hello world263
8/18/2015 4:24,9,110,hello world264
8/18/2015 4:25,9,95,hello world265
8/18/2015 4:26,9,71,hello world266
8/18/2015 4:27,9,119,hello world267
8/18/2015 4:28,9,96,hello world268
8/18/2015 4:29,9,90,hello world269
8/18/2015 4:30,9,122,hello world270
8/18/2015 4:31,9,129,hello world271
8/18/2015 4:32,9,100,hello world272
8/18/2015 4:33,9,84,hello world273
8/18/2015 4:34,9,70,hello world274
8/18/2015 4:35,9,83,hello world275
8/18/2015 4:36,9,107,hello world276
8/18/2015 4:37,10,104,hello world277
8/18/2015 4:38,10,78,hello world278
8/18/2015 4:39,10,113,hello world279
8/18/2015 4:40,10,98,hello world280
8/18/2015 4:41,10,100,hello world281
8/18/2015 4:42,10,85,hello world282
8/18/2015 4:43,10,130,hello world283
8/18/2015 4:44,10,73,hello world284
8/18/2015 4:45,10,129,hello world285
8/18/2015 4:46,10,115,hello world286
8/18/2015 4:47,10,123,hello world287
8/18/2015 4:48,10,99,hello world288
8/18/2015 4:49,10,100,hello world289
8/18/2015 4:50,10,119,hello world290
8/18/2015 4:51,10,102,hello world291
8/18/2015 4:52,10,87,hello world292
8/18/2015 4:53,10,115,hello world293
8/18/2015 4:54,10,127,hello world294
8/18/2015 4:55,10,99,hello world295
8/18/2015 4:56,10,95,hello world296
8/18/2015 4:57,10,107,hello world297
8/18/2015 4:58,10,122,hello world298
8/18/2015 4:59,10,76,hello world299
8/18/2015 5:00,10,104,hello world300
8/18/2015 5:01,10,92,hello world301
8/18/2015 5:02,10,126,hello world302
8/18/2015 5:03,10,82,hello world303
8/18/2015 5:04,10,78,hello world304
8/18/2015 5:05,10,95,hello world305
8/18/2015 5:06,10,103,hello world306
8/18/2015 5:07,10,114,hello world307
8/18/2015 5:08,10,114,hello world308
8/18/2015 5:09,10,100,hello world309
8/18/2015 5:10,10,119,hello world310
8/18/2015 5:11,10,89,hello world311
8/18/2015 5:12,10,116,hello world312
8/18/2015 5:13,10,78,hello world313
8/18/2015 5:14,10,76,hello world314
8/18/2015 5:15,10,70,hello world315
8/18/2015 5:16,10,81,hello world316
8/18/2015 5:17,10,73,hello world317
8/18/2015 5:18,10,112,hello world318
8/18/2015 5:19,10,75,hello world319
8/18/2015 5:20,10,129,hello world320
8/18/2015 5:21,10,77,hello world321
8/18/2015 5:22,10,103,hello world322
8/18/2015 5:23,10,110,hello world323
8/18/2015 5:24,10,128,hello world324
8/18/2015 5:25,10,113,hello world325
8/18/2015 5:26,10,79,hello world326
8/18/2015 5:27,10,101,hello world327
8/18/2015 5:28,10,108,hello world328
8/18/2015 5:29,10,123,hello world329
8/18/2015 5:30,10,77,hello world330
8/18/2015 5:31,10,103,hello world331
8/18/2015 5:32,10,86,hello world332
8/18/2015 5:33,10,94,hello world333
8/18/2015 5:34,10,124,hello world334
8/18/2015 5:35,10,127,hello world335
8/18/2015 5:36,10,73,hello world336
8/18/2015 5:37,10,118,hello world337
8/18/2015 5:38,10,80,hello world338
8/18/2015 5:39,10,103,hello world339
8/18/2015 5:40,4,114,hello world340
8/18/2015 5:41,4,95,hello world341
8/18/2015 5:42,4,108,hello world342
8/18/2015 5:43,4,73,hello world343
8/18/2015 5:44,4,89,hello world344
8/18/2015 5:45,4,116,hello world345
8/18/2015 5:46,4,123,hello world346
8/18/2015 5:47,4,96,hello world347
8/18/2015 5:48,4,105,hello world348
8/18/2015 5:49,4,112,hello world349
8/18/2015 5:50,4,100,hello world350
8/18/2015 5:51,4,96,hello world351
8/18/2015 5:52,4,127,hello world352
8/18/2015 5:53,4,117,hello world353
8/18/2015 5:54,4,126,hello world354
8/18/2015 5:55,4,80,hello world355
8/18/2015 5:56,4,111,hello world356
8/18/2015 5:57,5,79,hello world357
8/18/2015 5:58,5,93,hello world358
8/18/2015 5:59,5,107,hello world359
8/18/2015 6:00,5,98,hello world360
8/18/2015 6:01,5,84,hello world361
8/18/2015 6:02,5,126,hello world362
8/18/2015 6:03,5,76,hello world363
8/18/2015 6:04,5,122,hello world364
8/18/2015 6:05,5,71,hello world365
8/18/2015 6:06,5,99,hello world366
8/18/2015 6:07,5,115,hello world367
8/18/2015 6:08,5,77,hello world368
8/18/2015 6:09,5,118,hello world369
8/18/2015 6:10,5,103,hello world370
8/18/2015 6:11,5,111,hello world371
8/18/2015 6:12,5,72,hello world372
8/18/2015 6:13,5,87,hello world373
8/18/2015 6:14,5,85,hello world374
8/18/2015 6:15,5,84,hello world375
8/18/2015 6:16,5,89,hello world376
8/18/2015 6:17,5,124,hello world377
8/18/2015 6:18,5,100,hello world378
8/18/2015 6:19,5,115,hello world379
8/18/2015 6:20,5,101,hello world380
8/18/2015 6:21,5,109,hello world381
8/18/2015 6:22,5,121,hello world382
8/18/2015 6:23,5,106,hello world383
8/18/2015 6:24,5,106,hello world384
8/18/2015 6:25,5,75,hello world385
8/18/2015 6:26,5,102,hello world386
8/18/2015 6:27,5,106,hello world387
8/18/2015 6:28,5,127,hello world388
8/18/2015 6:29,5,110,hello world389
8/18/2015 6:30,5,129,hello world390
8/18/2015 6:31,5,117,hello world391
8/18/2015 6:32,5,82,hello world392
8/18/2015 6:33,5,81,hello world393
8/18/2015 6:34,5,77,hello world394
8/18/2015 6:35,5,112,hello world395
8/18/2015 6:36,5,85,hello world396
8/18/2015 6:37,5,113,hello world397
8/18/2015 6:38,5,86,hello world398
8/18/2015 6:39,5,81,hello world399
8/18/2015 6:40,5,97,hello world400
8/18/2015 6:41,5,94,hello world401
8/18/2015 6:42,5,122,hello world402
8/18/2015 6:43,5,75,hello world403
8/18/2015 6:44,5,96,hello world404
8/18/2015 6:45,5,97,hello world405
8/18/2015 6:46,5,127,hello world406
8/18/2015 6:47,5,84,hello world407
8/18/2015 6:48,5,72,hello world408
8/18/2015 6:49,5,93,hello world409
8/18/2015 6:50,5,130,hello world410
8/18/2015 6:51,5,118,hello world411
8/18/2015 6:52,5,83,hello world412
8/18/2015 6:53,5,90,hello world413
8/18/2015 6:54,5,70,hello world414
8/18/2015 6:55,5,90,hello world415
8/18/2015 6:56,5,95,hello world416
8/18/2015 6:57,6,91,hello world417
8/18/2015 6:58,6,80,hello world418
8/18/2015 6:59,6,95,hello world419
8/18/2015 7:00,6,101,hello world420
8/18/2015 7:01,6,127,hello world421
8/18/2015 7:02,6,115,hello world422
8/18/2015 7:03,6,80,hello world423
8/18/2015 7:04,6,103,hello world424
8/18/2015 7:05,6,87,hello world425
8/18/2015 7:06,6,108,hello world426
8/18/2015 7:07,6,75,hello world427
8/18/2015 7:08,6,124,hello world428
8/18/2015 7:09,6,83,hello world429
8/18/2015 7:10,6,120,hello world430
8/18/2015 7:11,6,74,hello world431
8/18/2015 7:12,6,96,hello world432
8/18/2015 7:13,6,107,hello world433
8/18/2015 7:14,6,129,hello world434
8/18/2015 7:15,6,88,hello world435
8/18/2015 7:16,6,82,hello world436
8/18/2015 7:17,6,93,hello world437
8/18/2015 7:18,6,106,hello world438
8/18/2015 7:19,6,117,hello world439
8/18/2015 7:20,6,119,hello world440
8/18/2015 7:21,6,128,hello world441
8/18/2015 7:22,6,96,hello world442
8/18/2015 7:23,6,122,hello world443
8/18/2015 7:24,6,89,hello world444
8/18/2015 7:25,6,106,hello world445
8/18/2015 7:26,6,80,hello world446
8/18/2015 7:27,6,94,hello world447
8/18/2015 7:28,6,101,hello world448
8/18/2015 7:29,6,128,hello world449
8/18/2015 7:30,6,72,hello world450
8/18/2015 7:31,6,109,hello world451
8/18/2015 7:32,6,75,hello world452
8/18/2015 7:33,6,100,hello world453
8/18/2015 7:34,6,97,hello world454
8/18/2015 7:35,6,114,hello world455
8/18/2015 7:36,6,98,hello world456
8/18/2015 7:37,6,93,hello world457
8/18/2015 7:38,6,105,hello world458
8/18/2015 7:39,6,71,hello world459
8/18/2015 7:40,6,113,hello world460
8/18/2015 7:41,6,124,hello world461
8/18/2015 7:42,6,119,hello world462
8/18/2015 7:43,6,94,hello world463
8/18/2015 7:44,6,112,hello world464
8/18/2015 7:45,6,102,hello world465
8/18/2015 7:46,6,91,hello world466
8/18/2015 7:47,6,121,hello world467
8/18/2015 7:48,7,129,hello world468
8/18/2015 7:49,7,102,hello world469
8/18/2015 7:50,7,97,hello world470
8/18/2015 7:51,7,122,hello world471
8/18/2015 7:52,7,127,hello world472
8/18/2015 7:53,7,115,hello world473
8/18/2015 7:54,7,74,hello world474
8/18/2015 7:55,7,102,hello world475
8/18/2015 7:56,7,114,hello world476
8/18/2015 7:57,7,96,hello world477
8/18/2015 7:58,7,79,hello world478
8/18/2015 7:59,7,130,hello world479
8/18/2015 8:00,7,86,hello world480
8/18/2015 8:01,7,78,hello world481
8/18/2015 8:02,7,120,hello world482
8/18/2015 8:03,7,113,hello world483
8/18/2015 8:04,7,111,hello world484
8/18/2015 8:05,8,99,hello world485
8/18/2015 8:06,8,84,hello world486
8/18/2015 8:07,8,92,hello world487
8/18/2015 8:08,8,101,hello world488
8/18/2015 8:09,8,91,hello world489
8/18/2015 8:10,8,88,hello world490
8/18/2015 8:11,8,90,hello world491
8/18/2015 8:12,8,74,hello world492
8/18/2015 8:13,8,79,hello world493
8/18/2015 8:14,8,80,hello world494
8/18/2015 8:15,8,103,hello world495
8/18/2015 8:16,8,86,hello world496
8/18/2015 8:17,8,71,hello world497
8/18/2015 8:18,8,123,hello world498
8/18/2015 8:19,8,80,hello world499
8/18/2015 8:20,8,87,hello world500
